"product_name","countries_en","additives_n","pnns_groups_2","energy_100g","fat_100g","saturated.fat_100g","carbohydrates_100g","proteins_100g","sodium_100g","nutrition.score.fr_100g","nutrition.score.uk_100g"
"Légumes et Kiri","France",4,"Soups",190,2.4,1.3,4.2,1.3,0.275590551181102,3,3
"Doux Plaisir Potiron et Kiri","France",4,"Soups",164,1.6,0.8,4.9,0.9,0.295275590551181,2,2
"Doux Plaisir Potiron et Kiri","France",4,"Soups",164,1.6,0.8,4.9,0.9,0.295275590551181,2,2
"PurSoup' Velouté de 10 Légumes","Other",0,"Soups",192,2.1,0.7,5.5,0.8,0.295275590551181,1,1
"Pur Soup' Mouliné de 10 Légumes variés","France",0,"Soups",150,1.2,0.4,4.6,0.9,0.275590551181102,0,0
"Pur Soup' Mouliné de 10 légumes variés","France",0,"Soups",150,1.2,0.4,4.6,0.9,0.275590551181102,0,0
"Pur Soup' Mouliné de Légumes Printaniers","France",0,"Soups",169,1.6,1,5,0.9,0.255905511811024,1,1
"Délice d'Automne à la Crème Fraîche","France",0,"Soups",161,1.6,1,4.9,0.7,0.275590551181102,2,2
"Pur Soup' - Velouté de 10 Légumes","France",0,"Soups",192,2.1,0.7,5.5,0.8,0.295275590551181,2,2
"Velouté de Légumes du Soleil","France",0,"Soups",160,1.5,0.2,4.6,1,0.28740157480315,2,2
"Velouté de potiron à la crème fraîche","France",0,"Soups",133,1.2,0.8,4.2,0.7,0.283464566929134,3,3
"Tomates et Vermicelles","France",1,"Soups",148,0.9,0.2,4.9,1.2,0.307086614173228,2,2
"PurSoup' Oseille Cresson et crème fraîche","France",0,"Soups",164,1.8,1.1,4.6,0.8,0.275590551181102,4,4
"8 Légumes à la Crème fraîche","France",0,"Soups",280,4.4,2.6,5.6,0.8,0.283464566929134,4,4
"Doux Plaisir Potiron et Kiri","France",4,"Soups",161,1.5,1,4.9,0.9,0.291338582677165,2,2
"Pur Soup' - Mouliné de 10 Légumes","France",0,"Soups",150,1.2,0.4,4.6,0.9,0.275590551181102,1,1
"Soupe à la chinoise légumes et vermicelles ","France",0,"Soups",89,0.4,0.1,3.4,0.6,0.334645669291339,3,3
"Délice de Courgettes au Chèvre","France",0,"Soups",168,2.2,0.8,3.9,0.9,0.295275590551181,3,3
"Minestrone","France",0,"Soups",195,2.1,0.2,5.4,1,0.291338582677165,2,2
"Pur Soup' - Velouté de Poireaux Pommes de Terre à la Crème Fraîche","France",0,"Soups",190,2.4,0.6,4.9,0.8,0.271653543307087,3,3
"Légumes et vermicelles","France",1,"Soups",139,1,0.4,4.6,0.9,0.303149606299213,2,2
"Tomates et Vermicelles","France",1,"Soups",148,0.9,0.2,4.9,1.2,0.307086614173228,2,2
"Velouté de Légumes du Soleil","France",0,"Soups",161,1.7,0.3,4.2,1,0.28740157480315,2,2
"Pur Soup ' Velouté de 10 Légumes","France",0,"Soups",803,2.1,0.7,5.5,0.8,0.295275590551181,4,4
"Pur Soup' Velouté de légumes","France",1,"Soups",188,2.1,0.7,5.3,0.8,0.295275590551181,2,2
"Velouté de Poireaux Pommes de Terre et pointe de crème","France",0,"Soups",193,2.5,1,4.8,0.8,0.283464566929134,3,3
"Velouté de Poireaux Pommes de Terre et pointe de crème","France",0,"Soups",197,2.5,1.1,4.8,1,0.295,4,4
"PurSoup' Velouté de tomates","Other",0,"Soups",163,0.7,0.4,7.2,0.6,0.287,1,1
"Pur Soup' Velouté de Légumes Verts","Other",0,"Soups",126,0.72,0.4,4.6,1,0.252,2,2
"PurSoup' Velouté de cresson","France",0,"Soups",143,0.8,0.5,5.4,1,0.307086614173228,3,3
"Minestrone à la Milanaise","France",0,"Soups",202,2,0.2,5.5,1.3,0.295275590551181,1,1
"Velouté Potiron","France",5,"Soups",161,1.3,0.7,6.2,0.3,0.271653543307087,3,3
"Pâté de Foie","France",1,"Processed meat",1469,33,12.5,4.2,10.2,0.551181102362205,20,20
"Camembert (21 % MG)","France",0,"Cheese",1100,21,15,0,19,0.551181102362205,14,19
"Le Saint Morgon (23% MG)","Other",0,"Cheese",1191,23,16,0.5,20,0.511811023622047,13,18
"Le Chandor (25 % MG)","France",1,"Cheese",1259,25,17,0.001,20,0.551181102362205,14,19
"Chipolatas","France",1,"Processed meat",916,17,5.9,0.9,16,0.590551181102362,13,13
"Chipolatas aux Herbes Façon Charcutière","France",6,"Processed meat",1079,22,10,1.6,14,0.590551181102362,18,18
"Merguez Boeuf Mouton","France",8,"Processed meat",1168,25,10,2.3,12,0.598425196850394,18,18
"Langue de Porc Sauce Madère","France",0,"Processed meat",652,10.2,4.5,2.5,13,0.433070866141732,4,4
"Cracotte à la framboise","France",8,"Biscuits and cakes",1555,4.9,2.3,78,5.6,0.078740157480315,11,11
"Cracotte Fraise","Other",8,"Biscuits and cakes",1550,5,2.3,78,5.6,0.078740157480315,13,13
"Cracotte goût choco-noisette","Other",2,"Biscuits and cakes",1966,19.7,4.2,65,7.6,0.0393700787401575,12,12
"le saucisson sec ","Other",2,"Processed meat",1551,29,12,1.1,27,1.8503937007874,24,24
"Grandes Galettes Bretonnes","France",7,"Biscuits and cakes",2041,20.5,14.5,68.1,6.4,0.405511811023622,25,25
"Palets Bretons Pur Beurre","Other",4,"Biscuits and cakes",2193,27,18,63,6.5,0.295275590551181,24,24
"Galettes au beurre frais","France",2,"Biscuits and cakes",2146,26,15,63,6,0.315,24,24
"Baba au rhum à la crème vanillée","France",3,"Biscuits and cakes",870,3.8,2.2,35,2.5,0.196850393700787,11,11
"Fraisier","France",3,"Biscuits and cakes",931,12,7.5,25,2.5,0.0551181102362205,12,12
"Barquettes Pomme-Banane","France",3,"Biscuits and cakes",1544,4.2,0.9,76,5,0.145669291338583,13,13
"Corned Beef","France",1,"Processed meat",920,15,7,0.5,21,0.5,13,13
"Géramont Cremig-Würzig","Germany",0,"Cheese",1325,28,20,0.5,17,0.47244094488189,13,18
"L'Ourson de Lulu Chocolat","Other",5,"Biscuits and cakes",1660,16,3.3,58,6,0.31496062992126,14,14
"Lulu l'ourson fraise","France",8,"Biscuits and cakes",1565,9.5,1.2,66,4.8,0.32,14,14
"Lulu l'Ourson Chocolat","France",6,"Biscuits and cakes",1660,16,3.3,58,6,0.31496062992126,14,14
"Cake Vandame aux fruits tranché","France",13,"Biscuits and cakes",1650,14,6.5,63,4,0.169,18,18
"Pépito Pépites","France",7,"Biscuits and cakes",1845,24,11,51,5.2,0.326771653543307,20,20
"Mozzarella","France",1,"Cheese",952,17,11.7,1,18,0.236220472440945,9,14
"Biscuits diététiques saveur beurre","France",9,"Biscuits and cakes",1847,17,6.6,52,21,0.307086614173228,10,10
"Roquefort (31,7 % MG)","France",0,"Cheese",1496,31.7,22.5,0,19,1.45669291338583,19,24
"Calèche","France",6,"Biscuits and cakes",2125,27,15.5,60,5.4,0.196850393700787,22,22
"Pépito Chocolat Noir","France",5,"Biscuits and cakes",2085,22,13,66,7,0.267716535433071,19,19
"Pépito Chocolat Noir","France",5,"Biscuits and cakes",2085,22,13,66,7,0.268,19,19
"Pépito Chocolat au lait","France",5,"Biscuits and cakes",2050,22,12,66,6.8,0.29,21,21
"Pépito chocolat au lait","Other",5,"Biscuits and cakes",2055,22,12,65,7.3,0.275590551181102,21,21
"Petits coeurs chocolat","France",3,"Biscuits and cakes",2120,25,15.5,63,5.9,0.334645669291339,21,21
"Edition Spéciale LU","France",3,"Biscuits and cakes",1835,11,4.8,77,7.4,0.413385826771654,14,14
"Bastogne","France",2,"Biscuits and cakes",2045,20,9.4,71,4.7,0.31496062992126,24,24
"Kango","France",6,"Biscuits and cakes",2218,31,15,56,5.2,0.149606299212598,20,20
"Petits Cœurs Choco'Croc Pocket","France",4,"Biscuits and cakes",2050,23,15,61,6.8,0.06,20,20
"Petits coeurs choco\'croc","France",3,"Biscuits and cakes",2045,23,14,61,6.9,0.0590551181102362,20,20
"Emmental rapé","France",0,"Cheese",1546,28,19,2,28,0.236220472440945,11,16
"Fromage pour repas Raclette à la Moutarde au lait pasteurisé","France",3,"Cheese",1353,25,18,1.2,24,0.708661417322835,16,21
"Mimolette tranches (24% MG)","France",1,"Cheese",1324,24,17,1,25,0.78740157480315,16,21
"Dés d'Emmental","France",0,"Cheese",1603.5,29,19.1,1.5,28,0.590551181102362,15,20
"Gouda tranches (29% MG)","France",1,"Cheese",1455,29,20.5,2,23,0.708661417322835,16,21
"Mc Cambell Cheddar (35,3 % MG)","France",0,"Cheese",1728,35.3,23.6,1.2,23.6,0.566929133858268,16,21
"Brie de Meaux AOP","Germany",0,"Cheese",1143,21,15,1.2,20,0.78740157480315,16,21
"Casse-Croûte original","France",3,"Biscuits and cakes",1669,4.9,2.2,79.1,7.1,0.322834645669291,15,15
"Mini BN Goût chocolat","France",4,"Biscuits and cakes",2063,22.1,12.4,64.8,6.7,0.23,20,20
"Choc’Land BN","Other",5,"Biscuits and cakes",2014,20.1,10.7,67.2,6.3,0.271653543307087,25,25
"BN Pocket goût Chocolat","France",2,"Biscuits and cakes",1961,17.5,10,68.6,6.7,0.21,19,19
"BN Pocket - Céréales complètes - Vanille","France",4,"Biscuits and cakes",1962,18,10.3,70.3,6,0.22,22,22
"P'tit Déj céréaes et pépites de chocolat","France",6,"Biscuits and cakes",1969,19.2,9.5,66.5,6.4,0.32,20,20
"Mini BN Goût Chocolat","France",4,"Biscuits and cakes",2076,22.8,13.1,64.1,6.5,0.23,20,20
"Mini BN goût Fraise","France",9,"Biscuits and cakes",1810,13.3,6.5,70.9,5.4,0.28,19,19
"Mini BN Goût Chocolat (lot de 3)","France",4,"Biscuits and cakes",2051,21.6,12.2,67.5,6.1,0.26,22,22
"Goûter familial","France",3,"Biscuits and cakes",1669,4.9,2.2,79.1,7.1,0.322834645669291,15,15
"BN goût chocolat","France",2,"Biscuits and cakes",1961,17.5,10,68.6,6.7,0.21,19,19
"BN à la pulpe de Fraise","France",8,"Biscuits and cakes",1713,8.4,4,75.8,5.4,0.22,15,15
"BN vanille","France",4,"Biscuits and cakes",1971,17.1,9.6,72.1,5.5,0.2,20,20
"biscuit céréales complètes","Other",3,"Biscuits and cakes",1954,17.5,10,68.6,6.7,0.21,19,19
"BN Goût Fraise","Other",8,"Biscuits and cakes",1713,8.4,4,75.8,5.4,0.22,15,15
"BN goût chocolat","France",4,"Biscuits and cakes",1953,17,9.5,69.8,6.5,0.192913385826772,23,23
"Xtra Drôle goût chocolat","France",2,"Biscuits and cakes",1961,17.5,10,68.6,6.7,0.21,19,19
"Xtra Drôle XD Goût Fraise","France",8,"Biscuits and cakes",1713,8.4,4,75.8,5.4,0.22,15,15
"Cars Biscuits au chocolat au lait","France",5,"Biscuits and cakes",2047,20.6,10.9,67.9,6.5,0.236220472440945,25,25
"Mini BN","Other",4,"Biscuits and cakes",2060,21.6,11.9,66.5,6.2,0.263779527559055,24,24
"Mini BN goût fraise","Other",10,"Biscuits and cakes",1808,12.9,6.3,72.8,5,0.291338582677165,22,22
"Mini BN goût fraise (format familial)","France",9,"Biscuits and cakes",1808,12.9,6.3,72.8,5,0.291338582677165,22,22
"Mini BN goût Chocolat (Format Familial)","France",4,"Biscuits and cakes",2060,21.6,11.9,66.5,6.2,0.263779527559055,24,24
"Mini BN Duo","Other",6,"Biscuits and cakes",2029,20.5,11.6,66,6.9,0.236220472440945,25,25
"BN goût chocolat","Other",3,"Biscuits and cakes",1953,17,9.5,69.8,6.5,0.192913385826772,23,23
"Goût Fraise","Other",9,"Biscuits and cakes",1666,8.6,4,72.5,5.5,0.200787401574803,16,16
"BN goût chocolat","France",4,"Biscuits and cakes",1953,17,9.5,69.8,6.5,0.192913385826772,23,23
"Teenage Mutant Ninja Turtles","Other",5,"Biscuits and cakes",2127,24.7,11.7,64.2,5.8,0.196850393700787,25,25
"Casse-croûte Original","France",4,"Biscuits and cakes",1669,4.9,2.2,79.1,7.1,0.322834645669291,15,15
"DUO","France",5,"Biscuits and cakes",1888,14.7,8.4,70.3,7,0.326771653543307,23,23
"Good Morning Cranberry","France",6,"Biscuits and cakes",1897,16.3,6.7,66.7,7.4,0.31496062992126,13,13
"Jambon de Bayonne, grandes tranches","France",1,"Processed meat",1079,15.2,6.9,0.8,29.5,2.04724409448819,19,19
"Le Jambon Serrano","France",3,"Processed meat",1134,17,6.3,0.7,29,1.65354330708661,19,19
"Jambon des Pyrénées","France",1,"Processed meat",1078,15.2,6.9,0.8,29.5,2.00787401574803,19,19
"Le généreux","France",2,"Processed meat",1845,37,15,3,24,1.81,25,25
"Le Classique (lot de 2)","France",2,"Processed meat",1796,36,14,3.3,24,1.81102362204724,25,25
"Le Classique","France",2,"Processed meat",1741,37,14,3,24,1.92913385826772,25,25
"Rosette grandes tranches au goût intense","France",1,"Processed meat",1655,33,14,1.5,24,1.65,24,24
"Rosette","France",1,"Processed meat",1655,33,14,1.5,24,1.65,24,24
"Saucisson sec tranches fines délicatement assaisonnées","France",1,"Processed meat",1771,35,13,3,25,1.57,25,25
"Fromage fondu Maredsous Light 7%","Other",5,"Cheese",610,7,5,5.5,14,0,1,1
"Mini Babybel (23 % MG) x 12","France",0,"Cheese",1220,23,15.5,0,21.5,0.708661417322835,15,20
"Mini Babybel (23 % MG) x 6","Other",0,"Cheese",1220,23,15.5,0,21.5,0.708661417322835,15,20
"Toastinette Pour Croque Monsieur Nature","France",4,"Cheese",1060,19,12.5,5.5,15.5,0.984251968503937,19,24
"Toastinette pour Hamburger au cheddar","France",4,"Cheese",1060,19,12.5,5.5,15.5,0.905511811023622,19,24
"Apéricube Le Nature (23 % MG) ","Other",4,"Cheese",1125,22.5,15,5,11.5,0.984251968503937,19,24
"Saveurs : Tomate, Bleu, Jambon","Other",5,"Cheese",1123,23,15.5,4,12,0.866141732283465,17,22
"Apéricube (23 % MG) - (Saveurs : Bleu, Jambon, Olives, Paprika) ","Other",6,"Cheese",1120,23,15,5,11,0.866141732283465,17,22
"Apéricube (23 % MG) - (Saveurs : Tomate, Jambon, Poivre vert, Oignon)","France",4,"Cheese",962,23,12,5,12,0.905511811023622,18,23
"La Vache qui rit® 24 Portions (19 % MG)","Other",4,"Cheese",990,19,13,6,11,0.73,16,21
"Fondant à l'Emmental 12 portions (7,5 % MG) ","France",3,"Cheese",620,7,4.5,6,15,0.590551181102362,7,12
"La Vache qui rit® 12 Portions (19 % MG)","Other",4,"Cheese",990,19,13,6,11,0.73,16,21
"La Vache qui rit® 32 Portions (19 % MG)","France",4,"Cheese",990,19,13,6,11,0.73,16,21
"Apéricube Tonic (23 % MG) - (Saveurs : Olives, Jambon, Chèvre, Saumon)","Other",6,"Cheese",1110,23,15.5,4,11.5,0.866141732283465,17,22
"Mini Babybel (23 % MG)","France",0,"Cheese",1220,23,15.5,0,21.5,0.7,15,20
"Kiri à la crème de lait","Other",4,"Cheese",1297,29.5,20,2,9,0.551181102362205,14,19
"A Vaca que ri®","Other",0,"Cheese",930,18,12,5.5,10,1.1,18,23
"Saveur Jambon (23% MG)","France",5,"Cheese",1130,23,15.5,5.5,11,0.905511811023622,19,24
"Cousteron (28 % MG)","France",1,"Cheese",1410,28,19,0,22,0.708661417322835,16,21
"Pik & Croq' Gressins nature (x 5) - (16,5 % MG) ","Other",4,"Cheese",1195,16,9.5,24,11,0.62992125984252,11,16
" Syrtos aux herbes de Provence","France",0,"Cheese",2350,58,9.5,2,10,0.708661417322835,18,23
"Cantadou Quatre Poivres","Switzerland",0,"Cheese",1351,32,21,3,7,0.4,14,18
"Fromage à la Crème au Raifort","France",0,"Cheese",1389,31,21,3,6.5,0.511811023622047,15,19
"Mini Babybel à l\'Emmental (25 % MG) x 6","France",0,"Cheese",1320,25,17,0.5,23,0.590551181102362,14,19
"Babybel-Scheiben","Germany",1,"Cheese",1360,27.5,18.5,0.1,20,0.708661417322835,16,21
"Port Salut (28,5 % MG)","France",1,"Cheese",1420,28.5,19,0.5,21.5,0.62992125984252,15,20
"Samos 99","France",4,"Cheese",1279,29.5,20,2,8,0.590551181102362,15,19
"Fondant au Bleu (7% MG)","France",4,"Cheese",610,7,4.5,4.5,16,1.02362204724409,10,15
"Pause Fondante","France",1,"Cheese",1290,25.5,17,0.5,20.5,0.669291338582677,15,20
"Mini Babybel au Chèvre (26 % MG) x 6","Other",1,"Cheese",1320,26,17.5,0.5,21,0.62992125984252,14,19
"Kiri mit Joghurt","Germany",5,"Cheese",1074,23.5,16,2.5,9.5,0.511811023622047,13,18
"La Vache qui rit® Légère (7 % MG) 16 Portions","France",3,"Cheese",615,7,4.7,6,15,0.590551181102362,7,12
"Mini Babybel Light","Other",0,"Cheese",870,12,8,0.1,25,0.708661417322835,11,16
"Tranches Fondantes","France",1,"Cheese",1400,28,19,0,21.5,0.748031496062992,17,22
"Kiri goûter","France",3,"Cheese",1220,19,11.5,22,8,0.590551181102362,14,18
"Kiiri Goûter 8 PORTIONS","France",3,"Cheese",1220,19,11.5,22,8,0.590551181102362,14,18
"La vache qui rit","France",4,"Cheese",990,19,13,6,11,0.78,16,21
"Apéricube Le goût de la Fête Edition Limitée (Saveurs : Truffe, Chèvre Miel, Saumon, Bleu Noix)","France",6,"Cheese",1142,23,15.5,4,12.5,0.78740157480315,16,21
"Le Moelleux","France",1,"Cheese",1460,29.5,20,0.1,21.5,0.63,15,20
"Le Moelleux (31% MG)","France",3,"Cheese",1560,31,21,0.1,24,0.669,16,21
"Leerdammer ® spécial baguette (8 tranches)","France",0,"Cheese",1460,27.5,18.5,0.1,26,0.590551181102362,15,20
"Leerdammer Original","Germany",0,"Cheese",1480,27.5,18.5,0.1,27,0.590551181102362,15,20
"Leerdammer Original","Germany",0,"Cheese",1480,27.5,18.5,0.1,27,0.590551181102362,15,20
"Double Crème","Other",3,"Cheese",1301,29,19.5,3.5,9,0.866141732283465,17,22
"Roulés de Jambon Fumé","France",3,"Cheese",1500,33,20.5,2.5,14,0.866141732283465,18,23
"Saveurs Échalote & Ciboulette / Basilic / Chèvre / Nature","France",8,"Cheese",1090,23,15.5,3,11,0.78740157480315,16,21
"Salade & Apéritif, Ail & Fines Herbes (40 % MG)","Other",1,"Cheese",1680,40,27,4,7.5,0.590551181102362,17,21
"Échalote & Ciboulette, x 10 portions (40 % MG) ","France",1,"Cheese",1670,40,27,2.5,8.5,0.511811023622047,14,19
"La Vache qui Rit au Leerdammer (16% MG)","France",3,"Cheese",850,16,11,3,12,0.78740157480315,15,20
"Mini Babybel Mini Caractère (29 % MG) x 6","France",0,"Cheese",1430,29,19.5,0.5,21,0.669291338582677,16,21
"Figue & 3 Noix, x 10 portions (39 % MG)","France",1,"Cheese",1710,39,26,7.5,8,0.393700787401575,16,20
"Noisettes & 3 Noix (43 % MG)","France",1,"Cheese",1800,43,25,4,8.5,0.393700787401575,14,19
"Kiri Goûter","France",7,"Cheese",1240,21,11.5,20,7,0.590551181102362,15,19
"Poivre Noir, x 10 portions (40 % MG) ","France",1,"Cheese",1680,40,27,3,8.5,0.511811023622047,15,20
"Noisettes & 3 Noix, x 10 portions (43 % MG)","France",1,"Cheese",1800,43,25,4,8.5,0.393700787401575,14,19
"Cranberry & Poivre (38 % MG)","France",1,"Cheese",1660,38,25.5,7,7.5,0.28740157480315,14,18
"Leerdammer Feine Scheiben Mild-nussig","Germany",0,"Cheese",1480,27.5,18.5,0.1,27,0.590551181102362,15,20
"Leerdammer Feine Scheiben Herzhaft-intensiv","Germany",0,"Cheese",1530,30,20,0.1,24.5,0.748031496062992,17,22
"Spécial pour vos Raclettes Nature","France",0,"Cheese",1530,30,20,0.1,24.5,0.748031496062992,17,22
"Spécial pour vos Raclettes Fumé","France",0,"Cheese",1500,28,19,0.1,27,0.551181102362205,15,20
"Leerdammer Original","Germany",0,"Cheese",1480,27.5,18.5,0.1,27,0.590551181102362,15,20
"Leerdammer Bärlauch","Germany",1,"Cheese",1430,27.5,18.4,1.5,23,0.62992125984252,15,20
"Leerdammer Schwarzer Pfeffer - Chili","Other",0,"Cheese",1480,29,19.5,1,23,0.62992125984252,15,20
"Leerdammer Caractère","Other",0,"Cheese",1530,30,20,0.1,24.5,0.748031496062992,17,22
"Apéricube Globe Croqueur (saveurs Tapas ou Mexicaines)","France",6,"Cheese",1110,22.5,15,4,12.5,0.866141732283465,17,22
"Bloc Sélection","France",5,"Cheese",1577,30.5,20.5,0,25.5,0.826771653543307,18,23
"Salade & apéritif Sélection","France",0,"Cheese",1540,30,20,0,24.5,0.748031496062992,17,22
"Basilic & Pignons de Pin","France",1,"Cheese",1704,41,27.5,2.5,8.5,0.511811023622047,15,20
"Les saveurs Charcut' Fromages","France",6,"Cheese",1113,22.5,15,4,12.5,0.826771653543307,17,22
"Ail & Fines Herbes (40 % MG) Format Gourmand","France",0,"Cheese",1667,40,27,3,8,0.511811023622047,15,19
"Boursin figue et 3 noix","France",1,"Cheese",1728,39,26,7.5,8,0.393700787401575,16,20
"Cousteron","France",1,"Cheese",1410,28,19,0,22,0.708661417322835,16,21
"Pik & Croq' Gressins saveur Pizza","France",4,"Cheese",1179,16,9.5,23.5,11,0.62992125984252,14,19
"Mini Babybel","France",0,"Cheese",1217,23,15.5,0,21.5,0.708661417322835,15,20
"Mini Babybel","France",0,"Cheese",1217,23,15.5,0,21.5,0.708661417322835,15,20
"Noisettes & 3 noix","France",1,"Cheese",1778,43,25,2.5,8.5,0.393700787401575,14,19
"Boursin Ail et Fines Herbes","France",0,"Cheese",1667,40,27,3,8,0.511811023622047,15,19
"Babybel (27 % MG)","Other",0,"Cheese",1360,27,18,0.5,21,0.708661417322835,16,21
"La vache qui rit® 8 Portions (18,5 % MG)","Other",4,"Cheese",1000,18.5,12.5,6.5,11.5,0.709,15,20
"Kiri à la crème de lait (8 Portions) - (29,5 % MG)","Other",4,"Cheese",1280,29.5,20,2,9,0.551181102362205,14,19
"Kronenbourg X6","France",0,"Alcoholic beverages",146,0,0,2.5,0.4,0.0118,6,0
"Pur Malt sans alcool","France",1,"Alcoholic beverages",105,0,0,5,0.3,0.0078740157480315,5,0
"Bière blonde","France",0,"Alcoholic beverages",146,0,0,2.5,0.4,0.0118110236220472,6,0
"Original bière blonde","France",0,"Alcoholic beverages",146,0,0,2.5,0.4,0.0118110236220472,6,0
"Savane Le Classique Chocolaté","France",3,"Biscuits and cakes",1873,25,3.6,49,6.1,0.251968503937008,16,16
"Savane chocolat noir","France",7,"Biscuits and cakes",1831,24.2,10.8,48,6.1,0.1,20,20
"Le cake aux fruits","France",9,"Biscuits and cakes",1594,14,6.5,59,3.7,0.169291338582677,20,20
"Le Cake Anglais","France",8,"Biscuits and cakes",1470,9.64,4.36,60.5,4,0.164,15,15
"Cake fruits","France",9,"Biscuits and cakes",1600,14,6.5,59,3.7,0.169291338582677,20,20
"Recette originale tendre & fruitée (28% MG)","France",2,"Cheese",1495,28,19,2,25,0.47244094488189,14,19
"Fol Epi Tranches","Switzerland",2,"Cheese",1060,16,11,0.5,27,0.590551181102362,14,19
"Le Vieux Pané - Brique intense & fondante","France",0,"Cheese",1288,27,19,0.5,17,0.47244094488189,13,18
"Le Vieux Pané","Other",0,"Cheese",1469,31,22,0.5,18,0.551181102362205,15,20
"Le Paris (-25% de sel)","France",2,"Processed meat",492,2.9,1,0.6,22,0.551181102362205,2,2
"Le Paris (- 25 % de Sel)","France",2,"Processed meat",490,2.9,1,0.6,22,0.551181102362205,2,2
"Le jambon de paris -25% de sel","France",2,"Processed meat",482,3,1.1,0.8,21,0.551,3,3
"Le Jambon Bio, Sans couenne (4 Tranches Fines)","France",2,"Processed meat",505,4,1.5,1,20,0.688976377952756,4,4
"Le Jambon de Paris (- 25 % de Sel) 4 Tranches + 2 Gratuites","France",2,"Processed meat",482,3,1.1,0.8,21,0.570866141732283,3,3
"Le Jambon de Paris (- 25 % de Sel) Lot 2 x 4 = 8 Tranches","France",2,"Processed meat",492,2.9,1,0.6,22,0.551181102362205,2,2
"Le Jambon de Paris (- 25 % de Sel) 4 Tranches +1 Gratuite","France",2,"Processed meat",482,3,1.1,0.8,21,0.551181102362205,3,3
"Rôti de poulet cuit 100% filet","France",1,"Processed meat",456,1.8,0.5,0.9,22,0.708661417322835,3,3
